"newID","HUC8","HUC_10","HUC_12","Year","IBIScore","Rating","MEANT","pctrun","pctrock","pctShade","pctBrBnk","HAiFLS_dev","HAiFLS_for","Xcoord","Ycoord","HU_12_NAME"
"UPI_156","UPI",706000202,70600020208,2018,100,"Good",10.7275925925926,0.25,85,97.2222222222222,0.583333333333333,0.0132505,54.1856232,591564.575501,4800771.16878,"Falcon Springs State Wildlife Area-Upper Iowa River"
"UPI_157","UPI",706000205,70600020501,2018,50,"Fair",19.7186342592593,0.521739130434783,54.1666666666667,35.1351351351351,0.416666666666667,3.8053176,21.1315403,610163.18218,4816907.32839,"North Bear Creek"
"UPI_163","UPI",706000205,70600020502,2018,100,"Good",18.1166898148148,0.375,91.1111111111111,72.8185328185328,0.5,5.204968,40.6095695,621497.356279,4815118.42693,"Waterloo Creek"
"UPI_170","UPI",706000205,70600020503,2018,80,"Good",19.8069907407407,0.458333333333333,66.6666666666667,95.4954954954955,0.625,0.0980898,69.2333908,608772.147617,4809759.40298,"Bear Creek"
"UPI_32b","UPI",706000204,70600020406,2018,35,"Fair",20.1396759259259,0.91304347826087,81.5789473684211,7.05705705705707,0.416666666666667,6.3893757,2.6046841,609452.566199,4785924.81474,"Trout River"
"YEL_4","YEL",706000110,70600011002,2018,80,"Good",21.9464583333333,0.5,88.5714285714286,54.3243243243243,0.166666666666667,3.6826534,8.1076403,638618.163216,4768058.4533,"Bloody Run"
"YEL_20","YEL",706000109,70600010905,2018,40,"Fair",20.9804166666667,0.166666666666667,86.9565217391304,93.4362934362934,0.708333333333333,4.8059058,19.3974342,633531.592709,4770662.20047,"Middle Yellow River"
"YEL_41","YEL",706000109,70600010901,2018,0,"Very Poor",21.8590509259259,0.416666666666667,91.1764705882353,0,1.70833333333333,3.2514522,8.23351,609710.44401,4780101.57732,"Headwaters Yellow River"
"YEL_52","YEL",706000109,70600010904,2018,50,"Fair",20.7306944444444,0.708333333333333,88.4615384615385,92.5675675675676,0.833333333333333,0.5134071,9.0536451,625892.698926,4769759.91992,"Hickory Creek"
"YEL_65","YEL",706000109,70600010901,2018,10,"Poor",20.635625,0.583333333333333,97.2222222222222,0,1,5.3727636,4.9131527,613051.098242,4776106.93675,"Headwaters Yellow River"
"YEL_73","YEL",706000109,70600010901,2018,5,"Very Poor",20.9844444444444,0.909090909090909,70.3703703703704,7.65765765765767,0.416666666666667,4.2284298,1.6613392,610930.787906,4776301.34992,"Headwaters Yellow River"
"YEL_77","YEL",706000108,70600010801,2018,0,"Very Poor",21.5436805555556,0.347826086956522,93.5483870967742,5.93093093093093,0.5,10.9829483,3.0320177,624764.498515,4789210.30297,"Headwaters Paint Creek"
"YEL_101","YEL",706000109,70600010901,2018,5,"Very Poor",20.3228009259259,0.333333333333333,79.3103448275862,1.8018018018018,1.39130434782609,3.0007019,0.0014899,602055.349831,4778361.13981,"Headwaters Yellow River"
"YEL_103","YEL",706000107,70600010702,2018,90,"Good",17.9855324074074,0.434782608695652,86.1111111111111,75.3378378378378,0.5,0.0716737,94.6966782,639595.890613,4806827.00929,"Clear Creek-Mississippi River"
"YEL_105","YEL",706000109,70600010902,2018,70,"Good",16.532662037037,0.333333333333333,100,76.4982373678026,0,1.9648181,22.97715,624501.04904,4785143.52355,"Norfolk Creek"
"YEL_119","YEL",706000110,70600011001,2018,10,"Poor",19.9325462962963,0.708333333333333,8.51063829787234,0.300300300300307,0.833333333333333,3.8636642,69.4409866,650258.511764,4786402.18677,"Picatee Creek-Mississippi River"
"YEL_129","YEL",706000109,70600010904,2018,20,"Poor",18.5566666666667,0.833333333333333,92,15.990990990991,0.0416666666666667,7.2053204,3.297807,620492.922774,4771220.23191,"Hickory Creek"
"YEL_150","YEL",706000110,70600011001,2018,60,"Fair",18.4219444444444,0.416666666666667,80,37.0656370656371,0.583333333333333,0.001422,59.7135811,645761.170457,4789130.83704,"Picatee Creek-Mississippi River"
"YEL_161","YEL",706000109,70600010904,2018,0,"Very Poor",20.0139351851852,0.458333333333333,89.1891891891892,6.98198198198199,0.916666666666667,3.7898176,2.7802911,624113.536588,4770468.96012,"Hickory Creek"
"YEL_178","YEL",706000106,70600010602,2018,55,"Fair",18.0572222222222,0.5,75,44.7993447993448,0.5,3.4651558,60.1216202,639155.361803,4795013.88483,"Village Creek"
"YEL_193","YEL",706000109,70600010902,2018,25,"Poor",19.7394212962963,0.291666666666667,82.2222222222222,40.4654654654655,0.791666666666667,7.0217752,16.8383675,624002.858153,4781915.83465,"Norfolk Creek"
"YEL_201","YEL",706000106,70600010601,2018,65,"Fair",18.2513425925926,0.416666666666667,65.7894736842105,10.731319554849,0.625,3.8850839,55.9356232,635444.242889,4794230.49903,"Headwaters Village Creek"
"YEL_202","YEL",706000109,70600010901,2018,35,"Fair",17.9342592592593,0.166666666666667,54.1666666666667,11.4864864864865,0.583333333333333,1.192233,1.5149685,605991.139328,4780237.386,"Headwaters Yellow River"
"YEL_203","YEL",706000109,70600010902,2018,65,"Fair",13.3194907407407,0.5,87.2340425531915,39.1891891891892,1.45833333333333,8.1411123,5.0032735,620182.425262,4787545.2386,"Norfolk Creek"
"YEL_204","YEL",706000109,70600010903,2018,65,"Fair",13.6253240740741,0.25,75,65.6156156156156,0.916666666666667,0,12.9460535,618467.009513,4779908.68736,"Upper Yellow River"
"LMAQ_5","LMAQ",706000307,70600030703,2018,25,"Poor",20.3291666666667,0.208333333333333,80.5555555555556,90.015015015015,1.25,4.8554339,47.939209,644627.945699,4749374.73555,"Buck Creek"
"LMAQ_24","LMAQ",706000307,70600030701,2018,90,"Good",18.2475462962963,0.333333333333333,92.5,92.1171171171171,0.833333333333333,0.0629215,58.1847878,642820.292329,4755594.70491,"Sny Magill Creek"
"UPI_25","UPI",706000202,70600020202,2019,20,"Poor",14.7022916666667,0.916666666666667,53.1914893617021,3.30330330330331,0.0833333333333333,5.5542722,0.3393331,569678.255918,4804744.72379,"Silver Creek"
"UPI_28","UPI",706000204,70600020401,2019,15,"Poor",18.1602546296296,0.333333333333333,89.3617021276596,59.8348348348348,0.625,4.277864,12.1601791,596108.810923,4794832.96718,"Dry Run"
"UPI_70","UPI",706000206,70600020605,2019,35,"Fair",18.287037037037,0.291666666666667,53.4883720930233,82.1321321321321,0.75,3.832931,62.1048622,628217.055398,4815085.89459,"Clear Creek-Upper Iowa River"
"UPI_73","UPI",706000206,70600020604,2019,105,"Excellent",13.6711111111111,0.375,83.3333333333333,41.6666666666667,0.375,1.3671564,40.6795349,630817.415029,4803257.03575,"French Creek"
"UPI_78","UPI",706000206,70600020606,2019,20,"Poor",19.4758796296296,0.791666666666667,23.4042553191489,11.2612612612613,1.16666666666667,3.7942924,74.7585602,632691.684608,4808782.57985,"Upper Iowa River"
"UPI_151","UPI",706000204,70600020406,2019,85,"Good",21.0027083333333,0.25,91.6666666666667,92.1921921921922,0.791666666666667,2.3278322,13.1353903,608586.195068,4790951.43523,"Trout River"
"UPI_153","UPI",706000202,70600020203,2019,90,"Good",9.75951388888889,0.166666666666667,25,38.2882882882883,0.25,0,99.8813248,577117.285938,4810930.0918,"Daisy Valley-Upper Iowa River"
"YEL_5","YEL",706000109,70600010905,2019,40,"Fair",21.1086111111111,0.25,37.7777777777778,10.6606606606607,0.708333333333333,72.0936813,0,617438.878887,4771835.83171,"Middle Yellow River"
"YEL_9","YEL",706000109,70600010901,2019,0,"Very Poor",20.6140277777778,0.291666666666667,70.8333333333333,28.7537537537538,0.875,1.3526219,1.7673345,606170.822491,4777520.76621,"Headwaters Yellow River"
"YEL_24","YEL",706000109,70600010905,2019,35,"Fair",18.6837268518519,0.291666666666667,93.75,72.8228228228228,0.833333333333333,7.3256741,9.9703712,632192.600834,4770506.56834,"Middle Yellow River"
"YEL_28","YEL",706000110,70600011002,2019,85,"Good",17.2352083333333,0.333333333333333,95.8333333333333,61.4114114114114,0.583333333333333,3.4711418,14.0129747,639665.630985,4767067.11917,"Bloody Run"
"YEL_37","YEL",706000109,70600010901,2019,60,"Fair",17.2997916666667,0.75,26.0869565217391,13.1756756756757,0.625,1.2841163,0.2349563,611619.482203,4775511.78382,"Headwaters Yellow River"
"YEL_42","YEL",706000109,70600010905,2019,15,"Poor",16.1628472222222,0.5,100,55.1801801801802,0.666666666666667,3.5036416,18.1296501,626919.635697,4781979.32635,"Middle Yellow River"
"YEL_44","YEL",706000110,70600011002,2019,30,"Poor",18.2315046296296,0.416666666666667,43.9024390243902,31.314072693383,0.625,9.5545874,4.1289063,635662.140317,4764770.55505,"Bloody Run"
"YEL_50","YEL",706000108,70600010802,2019,10,"Poor",18.1644212962963,0.166666666666667,66.6666666666667,43.0794430794431,1.29166666666667,2.5879533,80.3038635,639037.412547,4782725.98362,"Paint Creek"
"YEL_53","YEL",706000109,70600010901,2019,35,"Fair",18.2474768518519,0.625,50,0.450450450450447,0.916666666666667,0.1356358,0.0009706,601421.587207,4778813.65329,"Headwaters Yellow River"
"YEL_54","YEL",706000108,70600010801,2019,0,"Very Poor",21.7840740740741,0.833333333333333,50,58.3333333333333,1.91666666666667,19.797514,8.2976236,626870.955254,4788967.08378,"Headwaters Paint Creek"
"YEL_81","YEL",706000109,70600010905,2019,10,"Poor",19.6090740740741,0.75,82.9787234042553,14.1891891891892,0.916666666666667,9.4177494,0.3145927,620882.613428,4775908.43394,"Middle Yellow River"
"YEL_89","YEL",706000109,70600010901,2019,45,"Fair",17.7875462962963,0.625,62.5,4.95495495495496,0.0833333333333333,9.52946,4.64e-05,607997.127434,4781055.47558,"Headwaters Yellow River"
"YEL_97b","YEL",706000109,70600010905,2019,95,"Good",13.9122685185185,0.416666666666667,95.8333333333333,47.972972972973,0.333333333333333,6.4086299,13.8561373,NA,NA,NA
"YEL_106","YEL",706000108,70600010801,2019,20,"Poor",17.4660185185185,0.375,42.5531914893617,88.3633633633634,1.875,8.7649336,15.5419941,628062.017829,4787123.5277,"Headwaters Paint Creek"
"YEL_109","YEL",706000109,70600010903,2019,55,"Fair",15.1001157407407,0.458333333333333,20.8333333333333,87.3123123123123,1.5,2.0833972,0.2115441,610568.119477,4782792.03983,"Upper Yellow River"
"YEL_118","YEL",706000108,70600010801,2019,15,"Poor",18.9690740740741,0.166666666666667,48.8888888888889,96.6216216216216,1.54166666666667,4.3731918,17.2362919,635584.022402,4786988.6686,"Headwaters Paint Creek"
"YEL_118b","YEL",706000108,70600010801,2019,20,"Poor",16.6810185185185,0.375,54.3478260869565,75.8258258258258,0.833333333333333,0.6260446,11.4105396,636014.3252,4787168.54011,"Headwaters Paint Creek"
"YEL_121","YEL",706000109,70600010901,2019,30,"Poor",18.4859722222222,0.375,65.5172413793103,26.4264264264264,1.08333333333333,0.3915699,1.9770584,605799.987733,4777757.68299,"Headwaters Yellow River"
"YEL_140","YEL",706000110,70600011002,2019,60,"Fair",16.87375,0.375,82.9787234042553,83.5585585585586,1.95833333333333,0.50621,49.5317574,640991.449296,4766182.92904,"Bloody Run"
"YEL_153","YEL",706000109,70600010901,2019,0,"Very Poor",20.4574768518519,0.208333333333333,87.2340425531915,30.5019305019305,0.75,1.4553977,1.710794,605251.787746,4777870.06963,"Headwaters Yellow River"
"YEL_157","YEL",706000109,70600010901,2019,65,"Fair",15.4660648148148,0.291666666666667,63.0434782608696,97.2222222222222,1.5,3.629549,2.9230087,609143.794332,4782704.09955,"Headwaters Yellow River"
"YEL_165","YEL",706000109,70600010901,2019,0,"Very Poor",21.8503009259259,0.5,75,32.8078078078078,1.25,2.2478735,3.9886549,609244.61926,4777208.18942,"Headwaters Yellow River"
"YEL_168","YEL",706000110,70600011002,2019,50,"Fair",18.0248148148148,0.541666666666667,80,73.449920508744,0.25,10.5636873,12.8519182,637729.758729,4764873.5566,"Bloody Run"
"YEL_173","YEL",706000109,70600010901,2019,15,"Poor",18.9626157407407,0.666666666666667,40.4255319148936,35.6606606606607,1.125,3.9687452,5.4718719,609425.297074,4780454.53504,"Headwaters Yellow River"
"YEL_189","YEL",706000109,70600010901,2019,40,"Fair",17.0592824074074,0.608695652173913,39.1304347826087,68.8438438438438,2.08333333333333,7.2724271,2.1779046,606171.114241,4777315.51615,"Headwaters Yellow River"
"LMAQ_8","LMAQ",706000307,70600030701,2019,50,"Fair",19.5150231481481,0.541666666666667,95.6521739130435,99.3993993993994,1.95833333333333,0.1006829,90.1195068,648199.590818,4754809.40032,"Sny Magill Creek"
"LMAQ_9","LMAQ",706000307,70600030703,2019,30,"Poor",21.2130324074074,0.458333333333333,75.609756097561,55.8277027027027,0.333333333333333,0,98.6817856,650847.915063,4748613.10166,"Buck Creek"
"LMAQ_15","LMAQ",706000307,70600030701,2019,70,"Good",19.6573611111111,0.458333333333333,67.3913043478261,75.6756756756757,1,8.0446262,61.2558517,644815.347933,4758931.02726,"Sny Magill Creek"
"LMAQ_20","LMAQ",706000307,70600030701,2019,45,"Fair",19.9867592592593,0.25,100,96.021021021021,0.541666666666667,0.1037932,98.6865692,648020.770536,4754463.9728,"Sny Magill Creek"
"LMAQ_22","LMAQ",706000307,70600030705,2019,40,"Fair",21.8175694444444,0.208333333333333,80,79.5218295218295,1.25,1.1877441,53.7632866,653979.61311,4739563.10625,"Miners Creek-Mississippi River"
"LMAQ_23","LMAQ",706000307,70600030701,2019,95,"Good",18.6224768518519,0.375,87.1794871794872,80.2802802802803,0.208333333333333,0.0033238,70.4950867,642362.023139,4758386.95049,"Sny Magill Creek"
"LMAQ_26","LMAQ",706000307,70600030701,2019,70,"Good",20.0203703703704,0.416666666666667,84.7826086956522,84.5786963434022,0.541666666666667,0.1288488,74.9590683,647303.526064,4757129.48995,"Sny Magill Creek"
